step,hour,global_hour,day_index,hour_of_day,time_label,expected_passing_total,expected_station_arrivals_ab,expected_station_arrivals_bc,expected_passing_ab,expected_passing_ba,arrivals_total,arrivals_total_station_ab,arrivals_total_station_bc,arrivals_ab,arrivals_ba,starts_total,starts_ab,starts_ba,completions_total,completions_ab,completions_ba,queue_length,queue_wait_mean_minutes,queue_wait_target_minutes,queue_wait_excess_minutes,queue_wait_target_breached,active_plugs,effective_num_plugs,unused_mobile_chargers,unused_mobile_stations_estimate,utilization,started_wait_mean_minutes,completed_wait_mean_minutes,started_service_mean_minutes,disruption_active,disruption_type,disruption_type_code,disruption_target,disruption_target_code,disruption_day_index,disruption_remaining_minutes,rl_action_mcs,num_active_mobile_stations,num_active_mobile_stations_station_ab,num_active_mobile_stations_station_bc,queue_length_station_ab,queue_length_station_bc,queue_wait_mean_minutes_station_ab,queue_wait_mean_minutes_station_bc,local_deficit_without_mcs_station_ab,local_deficit_without_mcs_station_bc,local_deficit_bias_ab_minus_bc,mobile_service_capacity_station_ab,mobile_service_capacity_station_bc,spatial_deficit_coverage,unused_mobile_stations_estimate_station_ab,unused_mobile_stations_estimate_station_bc,expected_passing_od_ab,expected_passing_od_ba,expected_passing_od_bc,expected_passing_od_cb,expected_passing_od_ac,expected_passing_od_ca,reward,expected_demand_share_ab,expected_demand_share_bc,allocation_share_ab,allocation_share_bc,allocation_demand_gap_ab,allocation_demand_gap_bc,allocation_vs_demand_alignment,allocation_bias_ab_minus_bc,expected_demand_bias_ab_minus_bc,alignment_on_station_ab_disruption,alignment_on_station_bc_disruption,disruption_target_is_station_ab,disruption_target_is_station_bc,disruption_target_is_all_stations,disruption_target_is_od_ab,disruption_target_is_od_ba,disruption_target_is_od_bc,disruption_target_is_od_cb,disruption_target_is_od_ac,disruption_target_is_od_ca,disruption_target_is_eastbound,disruption_target_is_westbound,disruption_target_is_all_ods,step_in_day,day_progress,queue_length_rolling_1h,utilization_rolling_1h,arrivals_total_rolling_1h,starts_total_rolling_1h,completions_total_rolling_1h,queue_wait_mean_minutes_rolling_1h,started_service_mean_minutes_rolling_1h,started_wait_mean_minutes_rolling_1h,effective_num_plugs_rolling_1h
107,8.916666666666666,8.916666666666666,0,8.916666666666666,08:54,112.86829713977959,2.088216222783622,4.119540119904256,0.0,0.0,8.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,96.0,29.341869354248047,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,29.341869354248047,29.341869354248047,30.0,1,demand_surge,3,od_bc,6,0,545.0,0.0,0.0,0.0,0.0,23.0,73.0,23.478260040283203,35.20547866821289,24.08821678161621,76.11953735351562,-52.03131866455078,0.0,0.0,0.0,0.0,0.0,22.566110929418656,5.30654178319177,49.87652693164773,14.929287546792398,12.150982808148505,8.038847140580522,-53.92000000000001,0.33638823876251744,0.6636117612374826,0.0,0.0,0.33638823876251744,0.6636117612374826,0.0,0.0,-2.031323897120634,,,0,0,0,0,0,1,0,0,0,0,0,0,107,0.37152777777777773,77.08333333333333,1.0,7.416666666666667,3.6666666666666665,3.6666666666666665,23.450734456380207,30.0,23.450734456380207,24.0
108,9.0,9.0,0,9.0,09:00,110.72899693458895,2.048991100066333,4.04110373133606,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,97.0,32.18030548095703,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,32.18030548095703,32.18030548095703,30.0,1,demand_surge,3,od_bc,6,0,540.0,0.0,0.0,0.0,0.0,22.0,75.0,25.227272033691406,39.13333511352539,24.048992156982422,77.04110717773438,-52.99211502075195,0.0,0.0,0.0,0.0,0.0,22.04303706183258,5.298909633564094,48.787590488607606,14.774585866238638,11.86932764867908,7.955546235666958,-55.18000048828125,0.3364465015390414,0.6635534984609587,0.0,0.0,0.3364465015390414,0.6635534984609587,0.0,0.0,-1.9921126312697268,,,0,0,0,0,0,1,0,0,0,0,0,0,108,0.375,80.66666666666667,1.0,6.833333333333333,3.25,3.25,24.691206296284992,30.0,24.691206296284992,24.0
109,9.083333333333334,9.083333333333334,0,9.083333333333334,09:05,108.49649145619269,2.00801360467631,3.9592934254142875,0.0,0.0,8.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,101.0,32.34320831298828,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,32.34320831298828,32.34320831298828,30.0,1,demand_surge,3,od_bc,6,0,535.0,0.0,0.0,0.0,0.0,22.0,79.0,23.863636016845703,40.822784423828125,25.008012771606445,81.95928955078125,-56.95127868652344,0.0,0.0,0.0,0.0,0.0,21.499033517161887,5.289060781353698,47.65746514154516,14.608444079479103,11.576402663087169,7.86608527356567,-57.5,0.3365024783458852,0.6634975216541148,0.0,0.0,0.3365024783458852,0.6634975216541148,0.0,0.0,-1.9512798207379776,,,0,0,0,0,0,1,0,0,0,0,0,0,109,0.37847222222222227,84.0,1.0,6.916666666666667,3.5833333333333335,3.5833333333333335,25.7225243250529,30.0,25.7225243250529,24.0
110,9.166666666666666,9.166666666666666,0,9.166666666666666,09:09,106.19071268004095,1.965635290233846,3.874853907168405,0.0,0.0,5.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,102.0,33.33774185180664,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,33.33774185180664,33.33774185180664,30.0,1,demand_surge,3,od_bc,6,0,530.0,0.0,0.0,0.0,0.0,21.0,81.0,23.095237731933594,43.58024597167969,23.965635299682617,83.8748550415039,-59.909217834472656,0.0,0.0,0.0,0.0,0.0,20.938982765189753,5.276956902662412,46.49727697197829,14.431728458320402,11.27483687356371,7.77093070832637,-58.53,0.3365531933708784,0.6634468066291217,0.0,0.0,0.3365531933708784,0.6634468066291217,0.0,0.0,-1.909218616934559,,,0,0,0,0,0,1,0,0,0,0,0,0,110,0.3819444444444444,87.0,1.0,6.583333333333333,3.5833333333333335,3.5833333333333335,26.841755867004395,30.0,26.841755867004395,24.0
111,9.25,9.25,0,9.25,09:15,103.83148476975731,1.9222081906196293,3.788523471717023,0.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,105.0,33.63505554199219,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,33.63505554199219,33.63505554199219,30.0,1,demand_surge,3,od_bc,6,0,525.0,0.0,0.0,0.0,0.0,18.0,87.0,24.16666603088379,43.10344696044922,20.922208786010742,90.78852081298828,-69.8663101196289,0.0,0.0,0.0,0.0,0.0,20.367695602403106,5.262622561454151,45.31788126207145,14.245442012647503,10.967220708986288,7.670622622194808,-60.27000000000001,0.33659578216517394,0.6634042178348261,0.0,0.0,0.33659578216517394,0.6634042178348261,0.0,0.0,-1.8663152810973935,,,0,0,0,0,0,1,0,0,0,0,0,0,111,0.3854166666666667,90.0,1.0,6.833333333333333,3.8333333333333335,3.8333333333333335,27.76354964574178,30.0,27.76354964574178,24.0
112,9.333333333333334,9.333333333333334,0,9.333333333333334,09:20,101.43828415832168,1.8780805330624972,3.7010250956451953,0.0,0.0,6.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,107.0,34.965667724609375,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,34.965667724609375,34.965667724609375,30.0,1,demand_surge,3,od_bc,6,0,520.0,0.0,0.0,0.0,0.0,18.0,89.0,26.11111068725586,43.82022476196289,18.878080368041992,93.7010269165039,-74.82294464111328,0.0,0.0,0.0,0.0,0.0,19.789847325882132,5.246149395049609,44.12972298028488,14.050720333059543,10.656071637013454,7.565772487032061,-61.74,0.3366275274299697,0.6633724725700303,0.0,0.0,0.3366275274299697,0.6633724725700303,0.0,0.0,-1.822944562582698,,,0,0,0,0,0,1,0,0,0,0,0,0,112,0.3888888888888889,92.66666666666667,1.0,6.416666666666667,3.75,3.75,28.95171594619751,30.0,28.95171594619751,24.0
113,9.416666666666666,9.416666666666666,0,9.416666666666666,09:24,99.03001790482094,1.833592680199175,3.613058304565976,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,108.0,38.61324691772461,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,38.61324691772461,38.61324691772461,30.0,1,demand_surge,3,od_bc,6,0,515.0,0.0,0.0,0.0,0.0,19.0,89.0,29.473684310913086,47.7528076171875,18.833593368530273,91.6130599975586,-72.77946472167969,0.0,0.0,0.0,0.0,0.0,19.209920311992143,5.227697660703644,42.94271591155553,13.848822504173004,10.343803244918846,7.45705827147777,-63.42000000000001,0.3366458921873137,0.6633541078126863,0.0,0.0,0.3366458921873137,0.6633541078126863,0.0,0.0,-1.779465624366801,,,0,0,0,0,0,1,0,0,0,0,0,0,113,0.3923611111111111,95.16666666666667,1.0,6.083333333333333,3.5833333333333335,3.5833333333333335,30.317822615305584,30.0,30.317822615305584,24.0
114,9.5,9.5,0,9.5,09:30,96.62482306214424,1.7890733612302443,3.525291907187689,0.0,0.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,107.0,39.64511489868164,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,39.64511489868164,39.64511489868164,30.0,1,demand_surge,3,od_bc,6,0,510.0,0.0,0.0,0.0,0.0,20.0,87.0,29.75,49.54022979736328,20.789073944091797,92.5252914428711,-71.73622131347656,0.0,0.0,0.0,0.0,0.0,18.632153815377613,5.207495150094981,41.76614161290623,13.641117279065357,10.032698208280252,7.345216996419807,-62.71000000000001,0.3366485498959398,0.6633514501040602,0.0,0.0,0.3366485498959398,0.6633514501040602,0.0,0.0,-1.7362185459574448,,,0,0,0,0,0,1,0,0,0,0,0,0,114,0.3958333333333333,97.33333333333333,1.0,6.0,3.8333333333333335,3.8333333333333335,31.582395712534588,30.0,31.582395712534588,24.0
115,9.583333333333334,9.583333333333334,0,9.583333333333334,09:35,94.23988902646353,1.7448362422063055,3.438357654249189,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,104.0,41.58914566040039,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,41.58914566040039,41.58914566040039,30.0,1,demand_surge,3,od_bc,6,0,505.0,0.0,0.0,0.0,0.0,18.0,86.0,29.16666603088379,54.011627197265625,20.744836807250977,88.4383544921875,-67.69351959228516,0.0,0.0,0.0,0.0,0.0,18.060501534860318,5.185833579282718,40.60856859747293,13.42906491744981,9.724885441847864,7.231034955549897,-61.84,0.336633411186779,0.6633665888132211,0.0,0.0,0.336633411186779,0.6633665888132211,0.0,0.0,-1.6935214120428834,,,0,0,0,0,0,1,0,0,0,0,0,0,115,0.3993055555555556,99.16666666666667,1.0,5.583333333333333,3.75,3.75,32.93213510513306,30.0,32.93213510513306,24.0
116,9.666666666666666,9.666666666666666,0,9.666666666666666,09:39,91.89130410227727,1.7011768748264533,3.3528448507987965,0.0,0.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,107.0,42.53901290893555,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,42.53901290893555,42.53901290893555,30.0,1,demand_surge,3,od_bc,6,0,500.0,0.0,0.0,0.0,0.0,18.0,89.0,28.05555534362793,57.0224723815918,19.7011775970459,90.35284423828125,-70.65166473388672,0.0,0.0,0.0,0.0,0.0,17.498597230692944,5.163062649956304,39.47779143769815,13.21419527881188,9.422321585757738,7.115335919360243,-64.36,0.33659864701432307,0.663401352985677,0.0,0.0,0.33659864701432307,0.663401352985677,0.0,0.0,-1.6516679759723432,,,0,0,0,0,0,1,0,0,0,0,0,0,116,0.40277777777777773,101.0,1.0,5.333333333333333,3.5,3.5,34.30793523788452,30.0,34.30793523788452,24.0
117,9.75,9.75,0,9.75,09:45,89.5939268340535,1.6583700523377136,3.2692959235352292,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,105.0,44.397823333740234,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,44.397823333740234,44.397823333740234,30.0,1,demand_surge,3,od_bc,6,0,495.0,0.0,0.0,0.0,0.0,16.0,89.0,30.3125,58.48314666748047,17.658370971679688,93.26929473876953,-75.61092376708984,0.0,0.0,0.0,0.0,0.0,16.949728432186472,5.139582050922924,38.38078885931791,12.998082918291761,9.126776848100407,6.998967725234024,-63.28,0.3365427081416433,0.6634572918583568,0.0,0.0,0.3365427081416433,0.6634572918583568,0.0,0.0,-1.6109258711975156,,,0,0,0,0,0,1,0,0,0,0,0,0,117,0.40625,102.41666666666667,1.0,4.833333333333333,3.4166666666666665,3.4166666666666665,35.86101468404134,30.0,35.86101468404134,24.0
118,9.833333333333334,9.833333333333334,0,9.833333333333334,09:50,87.36128204817498,1.6166675905836505,3.188202922065974,0.0,0.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,108.0,45.292503356933594,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,45.292503356933594,45.292503356933594,30.0,1,demand_surge,3,od_bc,6,0,490.0,0.0,0.0,0.0,0.0,17.0,91.0,29.705883026123047,60.879119873046875,17.616666793823242,93.18820190429688,-75.571533203125,0.0,0.0,0.0,0.0,0.0,16.41681805420574,5.115831725275235,37.32369939176243,12.78232005103352,8.839825106110784,6.88278771978728,-65.79,0.3364643409905642,0.6635356590094357,0.0,0.0,0.3364643409905642,0.6635356590094357,0.0,0.0,-1.5715353314823237,,,0,0,0,0,0,1,0,0,0,0,0,0,118,0.40972222222222227,103.91666666666667,1.0,4.833333333333333,3.3333333333333335,3.3333333333333335,37.3233912785848,30.0,37.3233912785848,24.0
119,9.916666666666666,9.916666666666666,0,9.916666666666666,09:54,85.20548103178272,1.5762965423135047,3.1100049144345454,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,101.0,44.89466094970703,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,44.89466094970703,44.89466094970703,30.0,1,demand_surge,3,od_bc,6,0,485.0,0.0,0.0,0.0,0.0,12.0,89.0,26.25,63.53932571411133,16.576295852661133,93.1100082397461,-76.5337142944336,0.0,0.0,0.0,0.0,0.0,15.90241355156371,5.092280768256904,36.31181275979899,12.568488325858732,8.562838066226613,6.767647560077778,-61.54,0.33636259998675777,0.6636374000132422,0.0,0.0,0.33636259998675777,0.6636374000132422,0.0,0.0,-1.5337083721210407,,,0,0,0,0,0,1,0,0,0,0,0,0,119,0.4131944444444444,104.33333333333333,1.0,4.25,3.8333333333333335,3.8333333333333335,38.61945724487305,30.0,38.61945724487305,24.0
120,10.0,10.0,0,10.0,10:00,83.13716485672754,1.537457843820898,3.0350862232991163,0.0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,102.0,46.75453567504883,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,46.75453567504883,46.75453567504883,30.0,1,demand_surge,3,od_bc,6,0,480.0,0.0,0.0,0.0,0.0,13.0,89.0,28.846153259277344,64.66291809082031,12.537457466125488,93.03508758544922,-80.49762725830078,0.0,0.0,0.0,0.0,0.0,15.408683085934436,5.069415344178243,35.34957494998299,12.358130379733659,8.296983200118541,6.654377896779661,-62.8599990234375,0.3362368566060109,0.6637631433939891,0.0,0.0,0.3362368566060109,0.6637631433939891,0.0,0.0,-1.4976283794782184,,,0,0,0,0,0,1,0,0,0,0,0,0,120,0.4166666666666667,104.75,1.0,4.333333333333333,3.9166666666666665,3.9166666666666665,39.83397642771403,30.0,39.83397642771403,24.0
121,10.083333333333334,10.083333333333334,0,10.083333333333334,10:05,81.16546953963564,1.5003253850526805,2.9637754396272795,0.0,0.0,6.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,106.0,46.614906311035156,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,46.614906311035156,46.614906311035156,30.0,1,demand_surge,3,od_bc,6,0,475.0,0.0,0.0,0.0,0.0,14.0,92.0,27.14285659790039,66.08695983886719,14.500326156616211,93.96377563476562,-79.46344757080078,0.0,0.0,0.0,0.0,0.0,14.937418062403243,5.047726019275957,34.44060476084545,12.152722131281005,8.043225110524823,6.543773455305155,-65.62000097656251,0.3360868053781563,0.6639131946218437,0.0,0.0,0.3360868053781563,0.6639131946218437,0.0,0.0,-1.463450054574599,,,0,0,0,0,0,1,0,0,0,0,0,0,121,0.4201388888888889,105.16666666666667,1.0,4.166666666666667,3.75,3.75,41.023284594217934,30.0,41.023284594217934,24.0
122,10.166666666666666,10.166666666666666,0,10.166666666666666,10:09,79.29801151016089,1.4650454876552366,2.896345145403613,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,103.0,46.91392135620117,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,46.91392135620117,46.91392135620117,30.0,1,demand_surge,3,od_bc,6,0,470.0,0.0,0.0,0.0,0.0,12.0,91.0,23.33333396911621,70.4945068359375,14.465045928955078,92.89634704589844,-78.43130493164062,0.0,0.0,0.0,0.0,0.0,14.49004131204611,5.027694903107509,33.587719638555996,11.953646717477195,7.802329937255596,6.4365790017184885,-64.39,0.3359124671269656,0.6640875328730343,0.0,0.0,0.3359124671269656,0.6640875328730343,0.0,0.0,-1.4312996577483763,,,0,0,0,0,0,1,0,0,0,0,0,0,122,0.4236111111111111,105.25,1.0,3.8333333333333335,3.75,3.75,42.154632886250816,30.0,42.154632886250816,24.0
123,10.25,10.25,0,10.25,10:15,77.54089173140108,1.4317367700694104,2.833012275157649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,101.0,49.99725341796875,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,49.99725341796875,49.99725341796875,30.0,1,demand_surge,3,od_bc,6,0,465.0,0.0,0.0,0.0,0.0,10.0,91.0,24.5,75.4945068359375,11.431736946105957,91.83301544189453,-80.40127563476562,0.0,0.0,0.0,0.0,0.0,14.06762015110718,5.009782976109548,32.792968695812014,11.76217088755451,7.574872389057711,6.33347663176012,-64.42999999999999,0.33571418971809236,0.6642858102819076,0.0,0.0,0.33571418971809236,0.6642858102819076,0.0,0.0,-1.4012755050882388,,,0,0,0,0,0,1,0,0,0,0,0,0,123,0.4270833333333333,104.91666666666667,1.0,3.1666666666666665,3.5,3.5,43.51814937591553,30.0,43.51814937591553,24.0
124,10.333333333333334,10.333333333333334,0,10.333333333333334,10:20,75.89871676823518,1.4004903747323814,2.773939047520553,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,101.0,51.9826774597168,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,51.9826774597168,51.9826774597168,30.0,1,demand_surge,3,od_bc,6,0,460.0,0.0,0.0,0.0,0.0,12.0,89.0,24.58333396911621,79.38201904296875,11.400490760803223,91.77394104003906,-80.37345123291016,0.0,0.0,0.0,0.0,0.0,13.670883533135955,4.994417957523648,32.057670992934575,11.579424548419064,7.361244979380897,6.235074756841034,-64.91999902343751,0.3354926465558827,0.6645073534441173,0.0,0.0,0.3354926465558827,0.6645073534441173,0.0,0.0,-1.3734486727881718,,,0,0,0,0,0,1,0,0,0,0,0,0,124,0.4305555555555556,104.41666666666667,1.0,2.8333333333333335,3.3333333333333335,3.3333333333333335,44.93623352050781,30.0,44.93623352050781,24.0
125,10.416666666666666,10.416666666666666,0,10.416666666666666,10:24,74.37463511755607,1.371370529614737,2.7192344018508474,0.0,0.0,10.0,3.0,7.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,107.0,48.913211822509766,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,48.913211822509766,48.913211822509766,30.0,1,demand_surge,3,od_bc,6,0,455.0,0.0,0.0,0.0,0.0,14.0,93.0,21.428571701049805,76.3978500366211,14.371370315551758,96.71923828125,-82.34786987304688,0.0,0.0,0.0,0.0,0.0,13.300242523524107,4.981983038010333,31.3824574062634,11.406384014109419,7.1616690511283645,6.141899084520455,-67.81,0.3352488330187881,0.6647511669812118,0.0,0.0,0.3352488330187881,0.6647511669812118,0.0,0.0,-1.3478638722361105,,,0,0,0,0,0,1,0,0,0,0,0,0,125,0.43402777777777773,104.33333333333333,1.0,3.5,3.5833333333333335,3.5833333333333335,45.79456392923991,30.0,45.79456392923991,24.0
126,10.5,10.5,0,10.5,10:30,72.97038718416086,1.3444154145793457,2.668955880549502,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,108.0,50.771278381347656,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,50.771278381347656,50.771278381347656,30.0,1,demand_surge,3,od_bc,6,0,450.0,0.0,0.0,0.0,0.0,14.0,94.0,22.5,79.04255676269531,14.344415664672852,95.66895294189453,-81.32453918457031,0.0,0.0,0.0,0.0,0.0,12.955813361263615,4.972806766634962,30.767314698572772,11.24385935605592,6.976207194526562,6.054385807107034,-69.1900009765625,0.3349840609592001,0.6650159390407999,0.0,0.0,0.3349840609592001,0.6650159390407999,0.0,0.0,-1.3245404659701565,,,0,0,0,0,0,1,0,0,0,0,0,0,126,0.4375,104.41666666666667,1.0,3.4166666666666665,3.3333333333333335,3.3333333333333335,46.721744219462074,30.0,46.721744219462074,24.0
127,10.583333333333334,10.583333333333334,0,10.583333333333334,10:35,71.68636739204584,1.3196383022222993,2.6231119043402225,0.0,0.0,6.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,106.0,46.750885009765625,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,46.750885009765625,46.750885009765625,30.0,1,demand_surge,3,od_bc,6,0,445.0,0.0,0.0,0.0,0.0,12.0,94.0,15.416666984558105,78.0851058959961,15.319637298583984,98.62311553955078,-83.30348205566406,0.0,0.0,0.0,0.0,0.0,12.63744242516729,4.967154343846996,30.211630718171463,11.092486089350515,6.804776690474694,5.972877125034892,-67.15,0.3346999513247944,0.6653000486752055,0.0,0.0,0.3346999513247944,0.6653000486752055,0.0,0.0,-1.3034736021179232,,,0,0,0,0,0,1,0,0,0,0,0,0,127,0.44097222222222227,104.58333333333333,1.0,3.8333333333333335,3.6666666666666665,3.6666666666666665,47.151889165242515,30.0,47.151889165242515,24.0
128,10.666666666666666,10.666666666666666,0,10.666666666666666,10:39,70.52169704804136,1.2970289427510382,2.5816643948912366,0.0,0.0,4.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,105.0,47.03578186035156,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,47.03578186035156,47.03578186035156,30.0,1,demand_surge,3,od_bc,6,0,440.0,0.0,0.0,0.0,0.0,11.0,94.0,15.454545021057129,78.61701965332031,12.297028541564941,97.5816650390625,-85.28463745117188,0.0,0.0,0.0,0.0,0.0,12.344732486047896,4.96522053155218,29.71423996760253,10.952721270728427,6.647163646333482,5.8976191457768445,-67.02000000000001,0.33439842489312593,0.665601575106874,0.0,0.0,0.33439842489312593,0.665601575106874,0.0,0.0,-1.2846354521401984,,,0,0,0,0,0,1,0,0,0,0,0,0,128,0.4444444444444444,104.41666666666667,1.0,3.75,3.9166666666666665,3.9166666666666665,47.52661991119385,30.0,47.52661991119385,24.0
129,10.75,10.75,0,10.75,10:45,69.47430670916509,1.276555162871849,2.544531706132231,0.0,0.0,5.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,106.0,46.3520393371582,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,46.3520393371582,46.3520393371582,30.0,1,demand_surge,3,od_bc,6,0,435.0,0.0,0.0,0.0,0.0,8.0,98.0,12.5,80.2040786743164,11.276555061340332,98.5445327758789,-87.26797485351562,0.0,0.0,0.0,0.0,0.0,12.077069697584284,4.967124349045534,29.273469081448482,10.824843933551914,6.503037529468459,5.828762118066415,-68.41999902343751,0.33408169105680857,0.6659183089431915,0.0,0.0,0.33408169105680857,0.6659183089431915,0.0,0.0,-1.267976543260382,,,0,0,0,0,0,1,0,0,0,0,0,0,129,0.4479166666666667,104.5,1.0,3.9166666666666665,3.8333333333333335,3.8333333333333335,47.68947124481201,30.0,47.68947124481201,24.0
130,10.833333333333334,10.833333333333334,0,10.833333333333334,10:50,68.54102693446734,1.2581646494102572,2.5115918319854464,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,47.144229888916016,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,47.144229888916016,47.144229888916016,30.0,1,demand_surge,3,od_bc,6,0,430.0,0.0,0.0,0.0,0.0,10.0,104.0,14.0,80.28845977783203,9.258164405822754,104.51158905029297,-95.25342559814453,0.0,0.0,0.0,0.0,0.0,11.833650852518895,4.972905679858504,28.887182020375043,10.708959649733071,6.37196584366402,5.766362888317807,-73.88,0.33375223455930975,0.6662477654406902,0.0,0.0,0.33375223455930975,0.6662477654406902,0.0,0.0,-1.2534271825751893,,,0,0,0,0,0,1,0,0,0,0,0,0,130,0.4513888888888889,105.0,1.0,4.166666666666667,3.6666666666666665,3.6666666666666665,47.84378178914388,30.0,47.84378178914388,24.0
131,10.916666666666666,10.916666666666666,0,10.916666666666666,10:54,67.7176864162183,1.2417868893087898,2.4826858635832165,0.0,0.0,7.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,120.0,47.96080017089844,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,47.96080017089844,47.96080017089844,30.0,1,demand_surge,3,od_bc,6,0,425.0,0.0,0.0,0.0,0.0,11.0,109.0,14.545454978942871,81.37614440917969,11.24178695678711,109.4826889038086,-98.24090576171875,0.0,0.0,0.0,0.0,0.0,11.613510503845598,4.98252386978553,28.55282501302209,10.605008892871343,6.253428732839937,5.7103894038537995,-77.86000000000001,0.33341280006534024,0.6665871999346599,0.0,0.0,0.33341280006534024,0.6665871999346599,0.0,0.0,-1.2408989742744267,,,0,0,0,0,0,1,0,0,0,0,0,0,131,0.4548611111111111,106.58333333333333,1.0,4.666666666666667,3.0833333333333335,3.0833333333333335,48.09929339090983,30.0,48.09929339090983,24.0
132,11.0,11.0,0,11.0,11:00,66.99921657612087,1.2273352386052836,2.4576216730813645,0.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,118.0,49.23322296142578,0.0,0.0,0,24.0,24.0,0.0,0.0,1.0,49.23322296142578,49.23322296142578,30.0,1,demand_surge,3,od_bc,6,0,420.0,0.0,0.0,0.0,0.0,11.0,107.0,16.363636016845703,82.1028060913086,11.227334976196289,111.4576187133789,-100.23028564453125,0.0,0.0,0.0,0.0,0.0,11.415547619960643,4.995858350792377,28.267471449861734,10.512778784092754,6.1468333338249606,5.660727037588406,-76.33,0.33306637445687737,0.6669336255431226,0.0,0.0,0.33306637445687737,0.6669336255431226,0.0,0.0,-1.2302864344760809,,,0,0,0,0,0,1,0,0,0,0,0,0,132,0.4583333333333333,107.91666666666667,1.0,4.583333333333333,3.25,3.25,48.305850664774574,30.0,48.305850664774574,24.0
